ID	FR1	FR2	FR3	FR4	FR5	FR6	GR1	GR2	GR3	GR4	GR5	GR6	HR1	HR2	HR3	HR4	HR5	HR6	SR1	SR2	SR3	SR4	SR5	SR6
1791	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	6	2	0	7	0	0	9	9	9
1792	1	0	2	1	2	2	6	8	6	0	0	0	0	0	6	2	1	1	5	6	0	1	2	0
1793	0	0	3	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1795	0	0	0	2	0	0	0	0	2	0	33	0	0	0	0	4	1	1	0	0	0	0	1	0
1796	1	0	0	2	0	2	11	12	1	4	17	5	1	0	13	8	6	2	0	0	0	0	2	0
1797	5	4	3	8	0	1	9	20	10	0	0	0	8	17	11	29	6	12	7	33	8	2	20	2
1798	2	5	3	8	3	5	0	1	4	0	0	5	0	0	12	2	2	2	0	18	1	15	7	9
1799	2	6	3	6	12	1	8	3	1	3	0	7	1	1	7	0	2	3	0	0	3	11	13	33
18	1420	1204	1027	3	103	7	319	390	275	7	29	8	160	162	13	7	9	10	3	1	15	20	12	46
180	30	8	14	156	76	87	33	14	37	0	0	1	11	24	14	13	40	23	28	0	28	88	80	108
1800	0	0	2	1	0	3	0	0	0	10	0	1	4	2	12	22	18	20	0	0	0	0	1	2
1801	0	0	0	0	1	1	4	7	3	12	7	4	0	0	6	12	19	42	0	0	0	2	0	0
1802	0	0	0	0	0	0	21	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1803	0	0	0	0	0	0	0	2	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	2
1804	0	0	0	0	0	0	0	0	0	2	1	5	12	16	0	0	0	0	0	0	5	1	0	2
1805	10	1	1	0	2	1	17	2	6	7	83	2	0	0	7	2	5	3	0	0	0	0	1	2
1806	0	0	0	0	0	0	0	1	1	0	0	0	3	2	7	0	1	2	0	0	4	14	25	7
1807	6	0	0	2	0	15	0	0	0	1	0	0	0	0	0	0	1	0	0	0	12	4	3	3
1808	15	3	4	6	0	0	4	13	0	0	0	0	2	1	7	2	5	9	0	0	9	3	3	4
1809	6	1	2	3	0	0	0	2	0	0	0	0	8	2	11	0	2	4	0	0	7	2	1	0
181	69	37	88	50	76	52	52	86	45	15	17	29	9	6	25	22	31	29	21	23	38	26	26	36
1811	2	3	11	8	7	8	0	1	0	1	0	6	13	8	1	8	19	20	2	0	1	2	6	14
1812	4	5	0	0	0	0	19	34	3	2	0	0	0	0	0	0	0	0	12	0	0	0	0	2
1813	1	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	10	9	13
1814	5	0	10	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	17	0	6	1	1	2
1816	3	2	0	0	3	0	0	3	2	0	0	3	0	0	0	0	1	0	7	0	12	0	2	2
1817	3	0	1	5	0	4	0	0	0	0	0	0	3	0	9	4	2	3	3	17	20	1	0	3
1818	2	0	0	0	1	0	2	1	8	0	0	0	0	0	0	0	0	0	0	25	5	0	2	2
1819	2	0	2	0	0	2	0	7	2	0	17	0	0	0	7	1	0	0	0	0	0	1	0	2
1820	4	0	2	4	0	2	3	0	7	0	21	3	0	1	15	5	7	7	0	0	0	2	1	0
1821	10	13	9	2	2	8	3	3	1	2	3	1	1	0	22	9	12	7	0	1	0	15	8	6
1822	0	3	1	2	1	1	0	0	1	4	0	6	0	1	0	10	6	7	0	0	2	6	3	10
1823	0	4	2	5	0	2	2	9	1	4	0	5	1	0	1	5	1	2	0	0	1	6	10	6
1824	0	3	2	0	2	0	4	10	0	17	21	6	0	0	3	1	0	0	5	2	3	0	0	4
1825	0	3	0	1	10	0	8	6	6	0	35	0	0	1	0	0	0	0	13	0	0	0	0	0
1826	0	2	1	2	0	2	16	8	15	0	13	0	436	433	1	2	2	2	13	9	23	7	3	19
1827	10	4	2	0	0	2	0	0	2	7	0	0	0	0	0	0	3	0	0	0	8	3	6	2
1828	0	0	2	2	0	1	20	15	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
1829	0	0	2	2	15	0	8	8	0	0	0	3	0	0	1	0	1	2	2	12	0	0	3	9
183	0	0	5	0	12	0	0	3	42	1	693	1	0	0	0	0	0	0	0	0	0	1	0	0
1830	0	0	0	2	2	1	0	0	0	0	0	0	12	23	0	2	0	1	5	0	5	0	0	0
1832	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	21	2	0	2
1833	0	0	0	1	8	0	0	3	0	0	0	0	0	0	7	2	1	4	0	8	3	1	3	3
1835	2	5	1	0	0	0	2	7	4	0	0	1	2	0	1	0	0	2	16	8	17	2	2	2
1837	7	1	1	1	0	0	0	0	4	0	63	0	0	0	0	0	0	0	0	0	0	1	1	0
1839	7	16	3	0	6	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	5	7
184	7	4	2	2	1	2	116	142	94	0	1	4	326	315	12	6	9	21	20	14	12	0	0	24
1840	3	5	1	0	5	0	0	0	0	10	0	11	4	0	0	2	0	0	0	0	0	0	0	0
1841	6	6	6	2	13	0	3	0	8	0	0	8	0	2	7	3	2	0	0	0	1	2	8	5
1842	13	9	8	0	0	0	0	0	2	0	0	1	3	1	0	0	0	0	0	0	0	0	1	3
1843	7	1	3	0	0	0	4	0	0	0	0	1	4	3	0	1	1	1	9	9	13	0	1	1
1844	11	2	0	0	8	5	3	4	0	0	20	5	2	0	0	1	0	3	0	0	8	1	1	3
1845	2	3	12	0	0	0	4	2	16	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1
1846	6	11	4	2	16	2	1	8	0	1	0	1	0	0	3	1	2	2	1	0	0	4	2	7
1847	3	4	13	0	3	0	0	3	0	4	0	0	0	0	0	2	0	0	2	0	1	2	1	1
1848	2	3	1	0	10	0	1	5	3	1	0	4	1	2	1	0	0	0	5	0	10	8	3	2
1849	2	6	0	3	0	0	0	2	0	10	0	10	0	0	3	2	3	5	0	0	0	0	1	0
185	14	8	8	0	1	1	0	0	20	0	815	2	0	0	1	6	5	3	0	0	1	0	2	1
1850	5	2	1	0	1	0	0	6	0	0	0	0	1	0	17	2	1	0	4	0	9	1	0	0
1851	9	7	10	0	5	0	0	0	3	2	0	0	5	2	0	0	2	0	0	0	0	0	0	2
1852	4	3	9	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	18	2	4	6
1853	0	6	0	0	6	0	11	21	4	0	9	10	0	0	0	0	0	2	1	0	1	2	1	3
1854	0	2	0	0	0	1	1	4	2	0	0	0	0	0	0	0	1	4	0	31	1	2	2	0
1855	0	1	0	0	1	0	0	0	0	0	7	0	9	10	0	3	8	6	0	0	0	0	0	0
1856	0	0	2	0	7	0	0	0	0	0	13	2	0	0	1	0	0	2	8	2	0	1	0	0
1857	0	0	4	0	7	0	6	3	0	10	14	2	2	0	0	2	0	3	0	0	0	1	2	1
1858	0	0	5	0	12	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	7	2	14
186	1	5	9	7	14	7	10	7	54	14	641	13	0	1	0	1	4	4	0	0	0	16	26	20
1860	0	0	0	2	0	0	1	5	2	0	0	0	2	3	15	2	6	2	0	0	3	0	1	0
1861	0	0	1	0	6	0	0	0	0	0	0	10	0	0	0	0	0	0	36	12	9	2	2	1
1862	0	0	0	0	2	5	0	0	2	1	0	1	1	1	1	2	5	2	0	2	1	7	5	15
1863	0	0	0	0	0	0	5	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1864	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	9	8	3	1	0	0
1865	0	4	0	0	0	2	1	3	8	0	0	0	1	0	0	0	0	3	19	20	11	0	2	1
1866	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	13	28	24
1867	10	3	2	0	0	0	3	2	22	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1868	2	8	6	2	1	11	0	0	0	4	9	4	0	0	1	2	1	2	1	1	0	7	3	11
1869	4	0	5	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	13	12	18	1	0	1
187	15	11	5	23	20	37	133	106	33	60	79	85	4	1	49	28	28	41	24	62	30	15	28	42
1870	9	10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	10	3	0	0	0
1871	6	0	1	0	10	1	0	0	9	0	0	0	3	2	7	0	4	1	0	0	0	5	8	2
1872	2	1	1	1	1	1	1	2	0	0	7	1	0	0	2	2	1	1	8	0	8	2	1	0
1874	3	1	16	1	0	0	2	4	3	0	0	0	0	0	0	0	1	2	0	0	0	5	6	2
1875	4	1	2	0	10	2	0	0	0	0	0	9	3	2	0	2	0	0	0	0	0	0	0	0
1877	4	4	1	2	10	8	0	4	0	0	0	1	1	2	0	1	0	2	0	0	3	9	12	4
1878	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	9	7	13	1	3	5
1879	2	0	1	0	0	0	3	0	4	0	0	1	0	0	1	0	0	0	7	8	4	5	2	11
188	6	0	11	14	41	31	5	16	21	23	45	48	29	25	15	17	17	24	28	46	58	184	77	191
1880	0	0	5	4	0	0	3	3	7	1	0	0	2	0	0	2	1	0	0	0	8	1	3	3
1881	0	0	3	0	1	1	9	12	26	0	0	0	1	0	0	4	2	1	2	0	0	1	2	0
1882	0	1	1	1	7	1	0	1	7	1	9	0	2	0	10	2	0	2	0	0	0	0	1	1
1883	1	0	3	1	1	0	0	0	3	0	16	1	6	6	0	0	2	3	0	0	1	0	0	2
1884	0	0	3	0	0	2	5	13	19	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
1885	0	0	0	1	0	1	0	0	0	0	0	1	0	0	15	1	0	0	7	2	3	1	1	4
1886	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	27	18	0	0	0
1887	0	0	1	35	0	3	0	0	0	0	0	9	3	2	0	0	2	2	0	0	1	3	1	2
1888	0	2	0	10	0	0	0	0	0	0	1	0	0	0	16	2	2	1	0	0	2	3	23	15
1889	0	0	0	0	9	2	0	0	0	0	0	0	0	0	5	0	2	5	0	11	3	1	0	2
189	5	17	37	8	33	11	4	2	0	11	13	12	2	3	0	3	0	2	130	59	93	171	158	282
1890	0	0	0	1	12	2	0	0	0	4	0	0	1	2	0	1	3	0	0	1	12	10	4	13
1891	0	1	0	0	6	1	4	0	3	3	13	3	0	0	0	0	1	0	0	0	7	0	0	1
1892	8	2	1	0	0	7	5	2	2	10	9	7	0	0	30	0	0	1	4	28	3	0	1	1
1893	0	2	0	0	0	2	3	3	0	2	6	7	0	0	1	0	0	0	15	0	1	0	0	1
1894	0	2	0	0	0	2	6	6	7	0	6	13	1	0	0	4	1	1	0	0	0	2	3	0
1895	3	0	0	0	0	0	23	12	1	0	0	0	0	0	0	0	0	0	4	0	0	0	3	2
1896	0	0	0	0	0	0	0	0	3	4	20	7	2	0	0	1	0	0	0	0	2	1	0	4
1897	0	6	0	0	2	0	0	0	0	0	32	0	0	0	0	0	0	1	0	0	1	0	1	2
1898	1	1	2	2	8	6	2	0	0	8	67	1	8	8	1	11	18	9	0	2	1	15	13	8
1899	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	19	0	32	1	5	1
19	20	10	17	353	7	293	3	6	3	599	2	568	257	186	500	733	672	839	42	22	11	25	20	42
190	0	1	1	0	14	0	0	0	14	0	724	0	2	0	0	0	1	0	0	0	1	0	0	0
1900	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	13	4	7	2
1903	7	1	5	1	5	1	4	3	0	5	5	3	0	0	7	6	1	2	0	0	1	5	5	7
1904	1	3	0	1	5	0	0	2	8	0	8	0	0	0	1	2	7	13	0	0	0	0	1	0
1905	2	4	5	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1	0	6	2	3	10
1907	15	0	8	2	0	0	1	5	5	0	0	0	7	4	0	0	0	0	0	0	10	1	0	0
1908	13	22	23	1	2	2	0	0	0	1	0	1	1	0	0	0	1	2	0	1	1	2	2	1
1910	18	10	3	4	6	5	0	1	0	1	2	2	0	0	7	13	5	12	0	0	1	7	4	2
1911	0	2	1	0	0	0	6	2	0	0	24	0	0	0	0	0	0	2	0	11	0	2	0	0
1912	9	6	8	0	1	2	12	8	28	0	9	0	0	2	2	0	0	0	11	0	20	1	2	4
1913	0	2	2	0	0	0	8	27	7	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0
1914	0	5	2	1	0	2	29	23	0	4	0	6	2	0	1	4	0	2	0	0	1	0	0	0
1915	0	6	7	8	6	11	3	0	0	1	0	4	1	0	9	13	3	2	0	0	2	4	3	5
1916	0	0	4	0	15	0	0	0	0	3	6	0	1	0	0	0	0	0	6	0	0	2	3	4
1917	0	0	3	0	0	3	5	0	5	3	15	0	0	0	8	0	1	0	0	0	0	0	0	3
1918	2	0	4	0	0	0	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1919	0	4	7	2	6	1	6	1	6	7	0	0	0	0	0	0	0	0	0	10	3	1	0	1
192	78	41	27	23	14	24	79	26	3	25	0	42	7	0	17	58	56	51	36	0	8	37	78	63
1920	0	0	0	9	8	3	0	6	3	12	11	3	2	4	26	13	21	20	4	0	4	9	9	10
1921	2	2	5	14	6	17	12	23	11	17	0	26	4	7	31	46	70	66	3	4	5	11	13	8
1922	0	0	0	0	9	0	0	3	4	0	0	1	0	0	0	0	0	0	0	32	16	0	1	0
1924	1	7	1	0	0	3	0	0	0	4	4	0	1	0	0	2	1	3	4	30	8	5	4	5
1925	0	1	0	2	8	0	17	8	0	1	2	0	0	0	1	2	2	9	0	1	2	9	12	5
1926	0	0	0	0	0	0	5	0	4	0	0	4	0	0	10	0	0	0	0	10	0	0	0	1
1927	0	4	4	0	0	1	15	12	2	12	15	4	1	0	7	0	0	0	0	14	3	1	1	0
1929	12	11	2	1	8	1	12	23	34	2	30	5	4	1	0	0	1	2	0	10	7	4	6	2
1930	0	0	0	0	0	1	0	0	1	4	0	4	0	0	0	0	0	0	1	0	0	11	7	15
1931	0	0	0	0	0	0	0	3	0	0	1	0	2	2	1	12	8	20	0	0	0	0	0	5
1932	0	0	0	0	0	0	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	3	2	2
1933	0	2	1	0	5	0	0	2	2	4	0	4	1	0	0	0	1	0	30	35	17	1	3	2
1934	3	2	0	0	2	0	12	3	0	0	0	0	2	0	0	4	1	2	7	0	0	1	0	0
1935	5	0	5	0	0	0	0	3	0	0	6	0	0	0	0	1	0	2	18	0	1	2	0	0
1936	14	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	16	0	0	0	1	0
1937	3	0	10	0	0	2	16	2	0	2	0	7	1	0	0	0	0	1	17	0	3	1	1	0
1938	13	3	1	2	0	5	0	0	0	11	0	4	0	0	0	0	1	0	0	0	0	0	0	0
1939	2	0	13	0	10	0	0	0	7	0	6	0	0	0	0	3	1	0	0	0	0	0	3	0
194	30	44	4	9	73	6	43	33	22	13	215	35	7	2	38	3	1	9	50	134	33	4	11	14
1940	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	18	12
1941	11	10	15	4	0	0	0	5	0	5	0	3	15	6	0	2	2	1	3	0	3	2	2	0
1942	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	6	19	4	2	2
1943	3	0	1	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	13	15	20
1944	6	6	1	2	8	0	0	1	0	0	9	3	0	0	14	0	0	1	6	1	1	2	0	0
1945	2	1	0	5	0	5	8	0	0	3	0	1	2	1	7	3	5	2	0	0	0	1	6	2
1947	6	0	2	0	0	0	3	0	6	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	0	3	7	0	21	0	4	3	0	0	0	4	0	0	5	13	12	8	0	0	0	0	1	0
1949	0	1	1	0	4	1	18	1	0	2	7	0	0	1	0	0	0	0	0	8	0	0	0	1
195	14	17	12	50	20	29	8	28	8	88	0	45	6	10	33	24	46	39	46	80	64	84	100	90
1950	0	2	2	1	0	4	3	7	8	7	7	1	3	2	10	2	0	1	0	15	2	0	1	2
1951	0	4	1	0	4	0	15	10	6	0	0	0	0	0	0	0	0	2	2	5	8	7	1	0
1952	0	5	2	0	0	0	0	0	0	1	0	1	0	0	7	4	3	2	6	0	0	3	0	2
1953	2	1	5	6	5	10	7	3	5	0	16	1	2	2	7	6	7	7	1	1	3	19	18	18
1954	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	32	14
1955	1	0	2	8	0	1	0	0	0	10	0	7	0	0	0	2	4	4	0	0	0	4	2	0
1956	0	1	0	2	0	2	0	0	0	0	0	0	0	1	0	17	13	8	0	2	0	0	0	3
1957	0	0	0	2	0	1	0	0	8	0	37	0	0	0	6	2	0	0	0	0	0	0	1	0
1958	0	0	0	6	0	2	0	0	0	11	0	6	18	16	1	3	2	2	0	0	0	2	2	2
1959	0	0	1	2	1	3	5	1	1	10	0	0	0	0	9	3	4	1	0	0	0	2	1	1
196	15	18	42	88	80	45	10	1	1	21	0	24	16	19	58	55	47	57	56	15	69	54	82	61
1960	0	0	0	1	0	3	0	0	11	0	0	0	5	4	0	0	0	0	6	0	15	1	2	1
1961	0	0	0	25	1	12	0	6	0	7	1	0	0	1	1	4	9	7	2	8	4	9	5	10
1963	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	5	3	8	10	17	4
1964	0	0	0	0	2	2	3	0	0	0	1	6	2	1	0	0	0	1	9	14	8	3	6	7
1965	0	2	0	0	2	0	13	4	0	8	22	4	0	0	4	2	0	0	10	0	2	1	0	0
1966	0	0	0	0	0	0	11	16	14	0	0	0	1	0	0	0	0	0	0	0	5	2	2	0
1967	0	0	0	0	0	0	6	0	0	2	16	0	0	0	0	0	0	1	6	18	0	0	0	0
1968	0	0	0	2	0	0	24	13	23	0	0	0	1	0	0	0	1	0	0	0	13	0	2	5
1969	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	20	1	15	0	1	0
197	2	6	7	50	23	63	1	3	2	3	33	0	4	6	0	4	3	9	198	163	173	15	22	20
1970	0	0	1	1	7	1	0	4	0	28	0	3	0	0	0	6	2	13	0	0	4	0	3	0
1971	0	0	0	0	2	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	1	0	0
1975	0	4	2	0	0	0	3	0	0	2	0	0	0	0	17	0	0	0	0	21	0	0	0	0
1976	1	0	1	0	1	0	2	0	13	0	21	0	1	0	0	0	0	0	29	7	12	2	2	7
1977	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	29	14	0	0	0	0
1980	6	2	2	0	1	0	8	4	3	1	0	1	0	1	0	2	0	0	2	7	9	11	1	18
1981	7	6	12	1	0	2	1	0	0	2	0	0	13	16	1	2	3	1	0	0	0	1	3	2
1982	2	0	1	0	2	2	0	6	6	2	16	1	0	0	0	0	1	0	11	0	0	0	0	5
1983	10	4	13	0	0	3	9	6	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
1985	4	6	2	9	2	4	0	0	0	4	0	0	1	1	0	0	3	3	0	0	3	2	3	2
1986	3	0	0	0	13	0	9	2	0	2	1	1	0	0	0	0	0	0	0	9	0	0	0	0
1987	2	0	2	0	0	0	2	0	15	0	19	0	0	0	0	0	0	0	0	0	3	0	0	0
1988	5	0	0	0	0	0	2	0	0	0	0	4	0	0	0	2	0	4	0	0	5	6	9	6
1989	0	3	1	0	2	0	13	17	18	0	0	2	0	0	0	0	0	0	5	0	1	1	1	0
199	91	76	144	4	151	115	28	22	38	7	5	22	22	12	5	6	9	6	0	0	0	9	3	14
1991	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	10	0	11	3	6	2
1992	1	1	0	0	2	0	3	5	5	1	4	8	0	0	0	0	1	1	1	0	3	1	3	2
1993	0	7	0	0	0	0	46	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
1994	0	0	3	1	1	2	0	1	0	0	13	0	0	2	0	0	2	0	0	0	6	9	6	3
1996	0	0	8	4	13	0	3	2	10	4	0	7	7	5	10	6	1	6	0	0	6	5	2	2
1997	4	1	7	3	11	2	7	3	0	0	2	0	1	0	0	2	0	0	0	0	2	10	8	18
1998	0	0	2	0	0	0	3	3	18	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0
1999	0	0	0	2	0	2	5	3	1	4	19	4	0	0	0	2	0	2	1	7	9	0	1	7
2	8180	10798	9857	3407	8865	3857	819	625	413	8805	94	12880	1334	1324	14288	14244	13436	12524	6788	3144	1493	6772	5997	6643
20	138	153	196	119	371	333	126	110	14	858	11	1062	138	108	157	230	209	197	7	1	4	92	111	152
200	11	25	15	29	29	66	1	0	0	21	7	37	61	65	42	68	78	93	29	19	19	32	28	54
2000	0	0	0	25	0	4	0	0	0	6	0	6	6	14	0	2	3	1	8	0	0	0	0	2
2001	2	2	0	4	13	0	0	3	0	5	0	6	1	0	0	1	3	2	3	16	6	8	15	5
2002	0	0	0	0	6	1	4	0	0	1	0	0	0	0	0	2	0	0	0	25	4	11	8	7
2003	0	0	0	6	22	8	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	7	0
2004	3	0	0	0	2	0	0	0	0	0	37	0	1	0	0	0	0	0	0	0	1	1	0	2
2005	0	0	0	0	2	0	6	4	0	1	0	0	0	0	0	1	0	0	1	29	3	1	1	0
2006	0	0	0	1	3	0	7	3	3	0	0	1	0	0	0	3	3	5	0	0	3	2	3	7
2007	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	0	0	0	0	0	2	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	33	0
201	38	47	6	143	8	146	3	0	3	14	14	19	7	3	8	2	1	1	172	144	107	4	6	25
2010	0	0	0	0	0	0	7	0	0	4	29	0	0	0	0	0	1	0	0	0	0	0	0	0
2011	0	0	0	0	0	0	13	19	4	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1
2012	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	41	0	12	0	0	2
2013	0	0	0	4	0	0	8	10	10	1	5	0	0	0	0	1	0	0	0	1	2	0	0	1
2014	0	0	0	0	2	0	4	15	0	0	0	7	1	2	0	0	0	1	0	28	1	5	3	7
2015	0	0	0	0	6	0	0	8	0	0	0	7	0	0	4	0	0	0	3	0	3	0	3	5
2016	0	0	0	3	0	3	3	1	1	1	28	0	0	0	0	0	2	0	1	1	1	13	11	2
2017	1	0	0	0	0	0	0	0	0	19	0	1	0	0	0	11	2	31	0	0	0	4	3	3
2019	0	0	0	1	1	0	3	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	44	0
202	76	79	76	0	1	0	1	0	0	0	0	1	13	14	0	2	1	2	2	9	3	5	475	3
2020	7	1	7	0	0	0	3	8	20	0	0	0	2	1	0	0	0	0	0	0	0	2	2	0
2021	3	2	1	2	3	2	0	1	0	0	0	1	1	0	0	0	0	0	5	4	6	10	4	5
2022	9	3	6	1	1	2	2	5	5	7	1	0	0	0	0	7	2	2	0	0	3	6	8	1
2023	12	12	7	3	2	2	20	2	10	5	20	3	2	0	16	0	0	1	1	20	3	0	4	1
2024	6	7	0	1	2	0	5	3	0	1	6	3	0	1	0	0	0	1	9	0	0	1	0	2
2025	2	14	1	0	2	2	0	0	0	2	0	8	0	0	0	1	0	0	0	0	0	3	0	2
2026	2	2	0	0	0	0	0	0	0	0	29	4	0	0	9	0	0	0	0	0	0	0	0	0
2027	15	0	0	1	2	2	0	5	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0
2028	3	0	3	2	6	2	0	1	3	1	1	1	0	1	7	2	2	3	11	0	4	2	3	2
2029	8	4	2	2	0	3	0	3	7	2	35	8	2	1	3	2	0	1	10	6	0	0	0	2
203	3	8	19	8	8	2	11	16	17	10	0	5	408	379	11	11	7	24	0	4	2	3	10	11
2030	0	2	1	2	0	0	1	1	0	1	0	0	0	0	9	0	0	0	0	27	1	0	0	1
2031	1	6	0	0	2	5	8	0	0	7	17	6	1	0	5	2	0	0	3	8	10	1	1	2
2032	0	10	0	0	2	2	0	13	0	0	0	8	0	0	0	1	0	2	0	0	1	0	1	2
2033	0	2	12	1	4	0	0	0	13	0	0	0	0	0	0	0	0	0	5	3	5	0	0	0
2034	0	2	7	11	17	9	1	1	0	2	0	3	8	1	1	12	8	4	0	0	5	5	10	7
2036	0	1	3	1	2	4	3	10	0	6	1	0	1	0	0	0	2	1	4	7	0	3	1	6
2038	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	18	5	1	3	0
2039	0	0	0	8	0	4	2	3	0	0	0	2	0	0	0	2	1	0	0	0	6	0	3	5
2040	2	9	2	8	2	3	11	1	9	10	0	1	0	0	4	6	2	2	0	3	0	15	23	18
2041	0	0	0	2	0	5	0	1	0	0	0	0	2	2	0	0	0	0	1	15	7	0	0	0
2042	0	0	0	3	0	0	7	10	20	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
2043	0	0	2	2	5	10	0	0	0	4	0	0	1	1	12	11	3	9	11	0	4	15	12	15
2044	0	0	0	1	6	1	0	0	4	2	9	0	0	1	0	2	0	0	0	0	0	2	5	12
2045	4	0	2	0	5	0	3	1	6	2	0	0	0	0	0	0	0	0	12	10	8	1	0	0
2046	4	0	0	0	14	5	0	8	0	2	33	0	2	1	7	11	6	5	0	9	0	4	10	7
2048	1	5	0	0	30	0	2	0	0	0	6	1	2	1	0	0	0	0	4	0	0	1	0	0
2049	2	1	2	3	10	6	3	1	4	20	11	4	1	5	0	17	17	13	1	10	0	24	19	13
205	6	14	14	18	34	17	8	8	8	139	28	222	4	8	33	8	13	16	53	68	57	8	7	18
2050	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2051	0	0	0	0	0	0	0	1	0	0	35	2	0	0	0	1	0	0	0	0	0	0	0	0
2052	0	0	0	0	0	0	0	0	3	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
2053	0	2	0	0	0	0	0	0	9	0	0	0	0	1	11	2	3	0	0	0	17	7	2	12
2054	0	0	0	0	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	2	0
2055	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	1	0	9	0	0	8	10	16
2056	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	2	0
2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	20	0	0	0
2058	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	33	0	0	1
2059	23	6	7	1	0	0	17	12	13	0	32	0	1	0	0	1	1	1	0	0	3	0	0	0
2060	8	17	12	0	0	1	7	4	5	0	0	0	1	2	0	0	0	1	1	1	1	1	2	0
2062	3	0	6	0	6	2	6	2	17	2	0	0	7	7	0	0	0	0	0	0	1	0	3	4
2063	7	0	1	3	0	0	12	3	7	0	0	0	1	1	7	0	0	0	0	0	4	1	2	0
2064	2	4	1	0	1	2	3	3	2	3	38	4	0	0	5	13	0	0	3	0	0	0	0	2
2065	21	2	4	0	6	1	4	4	1	2	26	15	0	0	0	0	0	0	7	14	1	0	0	2
2066	1	1	2	2	0	6	0	0	0	6	0	18	0	0	0	0	0	1	0	0	0	0	0	0
2067	15	6	7	7	0	11	5	7	8	8	61	7	0	4	10	6	4	1	20	12	6	2	1	8
2068	2	2	0	3	10	3	8	1	3	2	23	1	1	0	0	1	0	2	20	18	0	2	0	6
2069	4	0	3	0	3	2	0	0	0	2	0	0	17	18	0	3	6	1	0	0	0	0	0	0
