ID	FR1	FR2	FR3	FR4	FR5	FR6	GR1	GR2	GR3	GR4	GR5	GR6	HR1	HR2	HR3	HR4	HR5	HR6	SR1	SR2	SR3	SR4	SR5	SR6
1261	1	2	4	1	2	1	2	4	8	0	2	0	0	0	0	0	6	2	14	31	19	2	6	9
1262	0	0	2	0	1	2	0	0	0	0	0	0	0	0	20	13	20	20	0	0	0	0	0	0
1264	0	0	0	2	0	2	12	1	7	4	15	7	0	1	12	3	2	2	0	7	8	2	1	2
1265	0	1	0	5	6	10	1	0	1	0	37	1	0	0	0	4	12	7	0	0	0	1	6	7
1266	0	1	0	0	0	0	0	1	14	0	70	4	0	0	0	1	0	1	0	1	1	4	1	5
1267	2	1	1	0	2	0	1	2	0	17	0	20	25	18	0	1	0	0	0	18	0	0	0	0
1268	6	0	2	0	0	0	3	1	1	0	6	0	1	0	0	0	1	0	31	25	23	0	1	0
1269	10	2	6	0	5	1	0	2	15	0	0	0	0	0	0	0	2	0	10	16	13	2	3	7
1270	5	5	9	0	9	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	12	29
1271	9	9	2	2	0	8	8	15	4	0	0	0	0	0	0	0	0	1	8	0	7	0	0	0
1272	16	8	13	0	0	0	0	0	7	0	0	0	11	8	0	0	2	0	0	0	0	0	19	1
1273	0	7	12	2	18	0	0	0	0	3	0	2	2	0	18	12	1	5	0	0	0	2	3	6
1274	0	6	8	0	0	0	11	7	46	1	10	2	0	0	0	0	1	0	6	0	7	1	0	9
1276	0	0	5	5	16	15	1	0	0	13	0	13	0	0	0	0	0	1	1	50	4	7	5	26
1277	3	0	0	4	6	8	0	0	0	7	0	0	1	0	8	1	5	2	0	3	11	11	33	15
1278	5	0	4	14	0	3	10	20	0	3	0	0	0	0	0	2	2	5	0	0	0	0	0	0
1279	2	1	1	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	11	19	27	1	2	0
128	0	1	3	22	3	32	2	0	0	76	0	53	20	17	108	252	274	202	17	0	7	27	20	29
1280	13	2	0	1	0	2	7	0	0	1	27	5	0	0	0	0	0	0	26	0	3	2	3	6
1281	2	10	6	0	2	1	4	2	20	3	7	0	7	5	11	2	6	4	5	17	4	7	8	15
1282	2	0	2	0	4	2	7	8	0	7	28	4	0	0	0	0	2	1	11	10	2	0	0	2
1283	3	7	3	7	0	5	0	10	3	2	0	1	0	0	5	6	6	5	6	6	27	13	10	24
1284	0	12	0	5	0	2	6	18	8	7	0	5	0	1	0	6	1	6	0	0	0	2	5	7
1285	0	6	1	4	2	0	1	0	8	0	0	0	0	0	0	2	3	2	12	1	8	12	13	14
1286	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	1	0	20	25	24
1287	0	0	10	2	2	1	1	11	26	3	24	5	1	1	0	5	3	6	0	0	0	4	3	3
1288	0	0	0	6	0	2	0	0	3	4	30	0	0	0	7	4	10	3	0	0	0	2	1	3
1289	0	0	0	3	0	12	0	0	0	0	0	0	2	0	12	17	18	26	0	0	0	0	3	4
1290	0	0	0	5	1	6	17	13	2	0	0	11	0	0	0	2	3	9	3	0	0	13	8	5
1291	0	0	0	1	0	1	6	0	0	0	0	12	0	2	0	6	19	22	0	0	0	3	3	2
1292	0	0	0	0	0	0	11	29	39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	22	21	0	0	0
1295	4	7	1	11	2	7	0	0	0	13	0	19	5	1	0	2	1	1	0	0	0	2	1	2
1297	23	10	6	17	14	13	14	6	8	10	0	19	5	4	17	26	28	13	16	0	5	20	28	17
1298	3	2	2	4	2	0	2	3	16	1	1	0	4	2	0	2	1	2	9	51	23	2	3	4
1299	17	27	6	0	0	0	5	8	8	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
13	21	71	62	175	47	89	10	3	3	32	1	65	1	4	125	86	82	125	1043	971	1244	513	304	391
130	95	92	110	1	5	2	19	38	76	0	0	2	5	6	7	2	2	0	235	229	308	11	8	11
1300	29	25	7	3	0	0	13	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2
1301	2	2	4	1	4	5	0	10	1	0	0	4	0	0	12	4	9	2	0	0	6	10	15	7
1302	0	6	2	2	2	0	5	0	0	0	6	7	2	0	0	4	0	0	2	23	11	3	6	7
1303	0	3	5	0	14	10	10	4	0	1	7	16	2	0	5	6	2	0	13	26	8	0	0	4
1304	0	2	2	2	6	5	6	1	4	10	0	0	1	2	3	3	2	9	0	3	0	10	11	9
1305	2	2	0	0	6	2	13	7	0	1	17	2	0	0	0	2	2	2	2	0	3	29	39	33
1306	5	0	2	0	80	0	3	0	0	3	4	6	6	1	7	1	0	0	1	0	1	0	0	0
1307	0	0	2	1	1	0	19	8	11	1	0	0	1	0	0	0	0	0	3	0	3	11	3	13
1308	0	0	2	0	0	0	32	18	16	0	14	0	0	0	0	0	0	1	5	0	1	1	0	0
1309	0	0	0	0	0	0	7	8	17	0	0	0	0	0	0	0	0	3	0	0	22	5	12	2
131	129	75	73	5	232	8	184	180	65	48	1	56	3	11	18	17	16	25	0	1	2	10	14	14
1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	45	15	0	0	0	1	0	0
1311	0	1	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	36	15	25	0	0	1
1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	34	48
1313	3	2	15	10	6	2	3	0	0	4	0	6	0	2	18	4	4	8	11	0	3	15	7	11
1314	66	52	48	0	16	1	1	5	0	10	0	4	57	49	0	3	0	1	2	0	0	1	0	6
1315	19	8	30	0	0	0	10	1	5	0	0	0	27	36	0	0	0	2	0	0	3	6	3	0
1316	6	2	2	1	14	3	0	3	9	8	1	0	4	6	20	1	1	2	12	23	16	2	1	2
1317	5	2	0	2	3	2	1	3	2	3	12	7	0	1	1	2	0	1	9	13	7	0	0	2
1318	10	28	7	2	18	0	6	10	0	0	0	0	0	0	2	3	3	3	0	0	2	2	2	2
132	15	4	19	4	32	3	8	0	0	13	0	21	1	1	7	2	3	4	18	8	38	384	326	265
1320	0	3	4	23	14	8	0	14	0	1	0	4	0	3	0	3	2	1	0	11	9	11	22	29
1321	15	2	1	0	13	5	9	25	8	5	2	16	5	3	30	15	0	3	20	17	11	1	1	2
1322	0	0	5	0	63	0	0	0	0	0	25	0	3	5	12	0	0	0	0	0	0	0	0	0
1323	0	0	0	27	9	65	0	0	0	0	0	1	2	1	10	2	2	5	1	0	0	0	0	0
1324	0	0	0	5	0	5	0	0	0	1	0	5	0	4	1	18	24	32	0	0	0	1	0	1
1326	0	0	0	0	0	0	35	43	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1327	0	1	4	0	2	0	3	4	3	1	0	0	0	0	0	0	0	1	0	0	2	29	44	21
1328	26	28	12	0	2	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1329	14	8	3	4	0	0	0	6	0	5	0	1	3	1	16	1	3	9	0	0	2	0	1	1
133	0	0	19	12	96	8	25	13	10	45	1	60	2	5	22	23	19	20	250	133	188	76	49	87
1330	2	4	7	1	4	0	9	5	12	0	16	7	1	5	0	0	1	2	13	13	13	2	3	6
1331	8	2	4	11	6	11	1	1	1	1	0	0	0	2	12	1	7	1	6	8	13	10	9	3
1332	16	6	7	5	18	14	13	28	3	18	17	22	4	10	9	16	16	19	0	2	2	18	26	11
1333	6	0	7	3	0	0	11	15	31	0	2	0	0	0	0	1	2	2	0	4	2	0	1	0
1334	2	0	2	1	2	0	12	5	45	1	0	0	0	0	0	0	1	0	7	4	5	1	3	3
1335	6	6	15	0	0	0	12	2	5	0	0	0	1	0	0	3	4	2	16	6	20	32	49	27
1336	0	0	11	1	0	8	2	0	27	0	1	0	4	7	0	0	3	0	1	0	12	10	13	6
1337	0	0	1	0	0	0	21	13	0	1	0	2	0	0	0	2	2	0	2	0	2	2	8	15
1338	0	0	0	0	0	1	6	4	0	10	33	2	0	0	0	0	0	2	13	10	1	3	0	2
1339	0	0	0	0	0	0	20	15	19	0	0	0	4	1	1	2	2	0	13	8	4	0	0	0
134	2	5	8	0	33	1	0	1	23	0	963	1	1	0	9	12	12	10	0	0	0	2	0	3
1340	0	0	1	0	0	0	0	0	0	4	20	1	0	0	0	1	1	0	17	6	13	0	1	0
1341	9	5	4	0	6	0	2	5	8	4	0	0	5	2	1	4	10	2	0	0	0	2	1	2
1343	6	2	0	1	0	2	20	11	1	1	0	0	0	0	7	6	3	2	0	0	3	4	5	5
1344	3	3	2	0	1	1	1	0	3	3	0	0	0	1	0	0	0	0	19	2	28	2	1	1
1345	4	5	2	0	0	2	8	5	11	7	6	2	0	0	4	2	1	2	13	16	2	0	3	0
1346	2	3	2	5	0	2	5	1	6	4	0	7	1	0	0	3	5	8	10	0	4	2	3	5
1348	2	3	1	9	10	13	15	21	3	14	1	14	1	2	3	13	11	9	0	8	7	7	19	8
1349	12	14	6	0	0	0	3	2	16	2	17	12	0	0	6	3	0	0	38	0	8	2	0	1
135	257	177	171	4	3	16	50	33	46	1	0	2	75	59	0	9	6	18	47	56	73	15	8	50
1350	0	0	3	2	3	5	10	8	3	2	24	9	0	0	0	5	2	0	25	7	8	1	0	0
1351	1	1	12	5	29	11	0	0	0	0	0	3	11	19	2	2	6	1	3	0	1	1	2	5
1352	0	0	2	0	3	0	4	16	1	4	25	3	1	0	0	4	2	0	3	12	0	0	0	1
1354	0	0	0	0	1	0	0	0	0	0	0	5	0	1	29	11	14	16	0	0	0	2	2	2
1355	6	0	0	1	6	5	0	1	0	1	0	0	1	1	0	2	0	0	0	0	0	15	33	11
1356	16	10	4	0	3	2	4	0	0	15	0	2	1	1	0	1	0	1	0	2	0	1	0	1
1357	22	6	6	4	4	14	1	0	3	21	7	16	1	1	0	9	5	7	0	15	5	23	22	16
1358	12	7	4	0	0	0	9	6	14	0	0	0	1	1	0	0	0	0	5	0	8	2	3	7
1359	17	10	12	0	0	0	0	0	9	0	0	0	5	3	0	0	0	0	5	9	3	2	1	2
1360	0	2	1	0	2	0	1	2	14	0	1	0	0	1	0	0	0	0	9	7	8	7	5	7
1361	0	2	2	1	0	5	18	6	11	1	0	0	1	1	0	4	1	1	5	1	6	14	8	12
1362	6	0	11	8	0	15	15	15	12	1	0	10	0	0	2	2	11	3	1	0	1	1	0	1
1363	0	0	2	0	0	0	0	0	0	4	41	0	0	1	0	1	4	2	0	0	0	0	0	0
1364	0	0	2	9	5	21	0	2	0	0	1	0	0	2	1	0	0	0	15	14	13	0	0	0
1365	1	2	1	4	2	4	5	7	2	43	8	50	0	0	8	2	0	2	0	0	2	7	5	11
1366	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	27	25	2	0	0
1367	0	0	0	1	0	0	0	0	1	37	0	1	2	9	12	10	13	13	0	0	0	0	2	1
1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	46	16	0	0	0
1369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	1	0	0
137	32	59	72	20	60	38	59	63	86	1	0	15	3	8	4	12	19	8	49	18	23	203	177	169
1370	2	1	6	1	1	2	0	1	3	4	54	0	7	3	12	3	2	3	13	6	2	6	22	3
1371	6	1	0	0	10	4	13	1	0	0	0	0	0	0	1	0	2	2	3	5	9	11	24	17
1372	6	2	2	0	0	0	0	0	0	0	54	0	0	0	0	1	0	0	0	0	0	0	0	0
1373	7	18	12	0	6	0	1	4	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
1374	12	15	12	0	0	0	12	0	9	0	0	0	7	12	0	4	0	0	0	0	0	0	0	0
1375	2	8	5	0	10	0	3	0	2	3	2	0	0	1	0	0	0	0	1	0	12	7	52	5
1376	6	2	1	8	7	8	2	0	8	0	0	1	1	0	0	1	3	2	0	6	10	5	3	2
1377	0	1	8	2	6	7	1	0	0	0	0	7	0	0	20	7	1	4	0	0	4	1	13	2
1378	0	0	6	7	13	4	0	2	1	3	0	9	0	0	0	7	2	4	13	6	8	2	3	2
1379	6	2	3	0	1	0	3	18	21	6	0	0	0	0	0	0	0	0	4	0	12	0	0	5
138	2	0	2	628	18	43	1	0	0	3	1	3	16	12	13	6	1	2	25	1	32	79	64	24
1380	0	2	1	0	13	0	0	0	0	1	8	6	3	1	0	5	2	4	2	0	0	11	7	13
1381	0	0	2	3	6	6	0	0	0	0	0	0	3	4	0	0	1	2	6	14	24	3	1	4
1383	0	0	0	8	0	21	0	0	0	3	0	6	8	15	0	4	5	9	0	0	1	5	3	0
1384	0	0	0	2	0	2	15	10	13	0	1	0	0	0	6	4	11	5	2	0	6	0	1	2
1385	0	0	0	0	6	4	0	0	0	12	0	12	32	30	0	2	0	0	0	0	2	0	0	2
1386	4	11	3	0	11	3	0	0	0	0	18	1	0	0	0	2	1	0	0	0	0	7	10	1
1387	5	1	4	2	21	8	13	21	5	3	13	7	0	1	0	2	0	0	8	14	0	0	0	1
1388	2	4	8	2	5	0	0	8	0	0	0	0	0	2	1	5	3	1	0	1	3	7	12	8
1389	14	0	2	0	2	0	3	3	0	1	0	1	0	0	0	0	0	4	0	27	1	1	0	4
139	107	80	88	2	312	2	41	30	17	73	1	60	22	19	45	91	47	45	2	1	1	33	33	52
1390	8	10	3	2	0	5	5	11	12	0	0	0	1	1	0	0	1	0	8	0	1	0	1	0
1391	4	17	5	8	1	7	4	23	4	0	0	0	1	0	0	0	1	0	5	3	8	1	0	0
1393	0	0	3	2	0	0	0	0	5	0	0	0	0	0	0	0	1	1	0	18	13	19	11	7
1394	0	0	2	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	4	41	20	2	1	5
1395	15	18	11	1	25	4	6	10	13	7	73	12	3	1	42	24	34	16	3	10	5	348	288	236
1396	0	0	0	0	0	0	0	0	6	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
1397	0	0	0	0	0	0	0	0	0	0	1	0	81	50	0	0	6	1	0	0	0	0	0	0
1398	27	9	4	2	2	0	13	13	10	0	0	6	0	1	0	0	0	0	0	0	4	0	2	0
1399	6	20	17	3	26	0	1	0	2	0	1	3	7	10	0	4	3	1	0	0	0	7	3	9
14	337	508	401	8	196	4	834	647	177	38	2	53	27	44	0	12	20	14	27	36	55	644	689	581
140	61	49	91	21	33	11	16	11	20	20	20	26	6	5	103	31	122	50	14	7	34	132	132	162
1400	21	22	8	2	5	1	0	0	2	3	0	1	3	2	6	4	2	2	0	0	0	5	3	1
1401	11	14	9	0	10	6	0	2	3	1	11	1	1	0	0	2	1	5	0	0	0	1	4	2
1402	2	2	1	0	0	8	4	10	3	6	15	1	0	2	5	0	0	0	4	7	0	1	1	1
1403	7	0	8	2	0	1	2	7	2	0	0	0	0	0	0	2	11	6	2	0	3	5	24	7
1404	3	2	4	2	12	5	1	15	0	6	9	4	0	3	0	9	7	9	24	6	0	2	2	0
1405	5	0	0	0	0	0	6	3	7	0	0	0	0	0	16	0	0	0	0	23	0	1	0	1
1406	15	12	3	2	10	5	15	8	6	14	9	10	1	0	7	2	2	1	5	20	11	3	1	7
1407	1	0	2	0	14	1	2	0	7	10	42	10	0	1	0	0	0	0	0	0	0	0	0	1
1408	0	3	0	0	4	1	0	13	0	1	19	1	0	0	0	0	2	0	28	0	0	0	0	2
1409	1	7	7	4	2	5	40	11	2	2	0	5	0	0	7	2	0	2	4	0	0	2	3	0
141	82	83	106	19	215	67	45	53	25	45	2	35	129	130	54	39	29	22	0	0	3	11	16	18
1410	1	0	5	5	33	6	2	3	1	4	36	1	8	3	26	43	47	67	2	0	3	38	30	38
1412	0	0	0	14	0	28	0	0	0	0	0	4	2	2	0	2	3	1	10	0	3	0	0	5
1414	0	0	0	2	10	1	3	6	6	7	0	1	0	0	5	4	2	9	0	0	0	2	8	5
1415	0	1	0	2	4	2	1	0	13	1	22	0	0	0	0	0	0	0	2	2	4	2	10	10
1416	1	2	3	4	2	10	1	0	0	6	0	8	2	0	1	2	2	8	14	39	20	0	2	1
1419	0	0	0	0	0	0	8	18	21	1	0	0	0	0	0	0	0	0	0	0	0	7	5	7
142	27	13	48	12	33	15	1	2	1	38	0	18	0	2	0	2	1	0	258	284	317	7	6	7
1420	0	0	1	5	0	2	2	3	20	3	97	2	1	0	0	0	1	1	15	4	10	5	7	3
1423	6	1	0	0	8	5	7	3	0	1	6	1	2	0	4	1	0	0	0	11	2	0	0	7
1424	2	27	1	1	1	0	7	0	0	10	12	2	0	2	9	1	1	0	0	0	1	0	1	3
1425	5	4	4	7	0	0	0	0	6	0	0	0	8	13	0	4	5	3	0	0	0	2	12	3
1426	4	0	1	2	0	0	6	0	5	0	0	0	0	0	0	0	1	0	0	0	4	11	20	18
1427	2	0	8	0	6	0	0	0	0	0	0	0	0	0	3	0	0	2	0	6	2	17	37	15
1428	5	14	13	6	6	2	1	0	2	8	0	8	2	1	0	0	0	2	0	0	0	2	7	7
1429	1	10	5	0	1	0	0	0	8	0	0	0	6	4	0	0	2	0	8	0	3	7	31	12
143	128	96	91	30	77	215	29	28	13	55	0	66	30	28	52	27	27	34	0	0	0	5	9	15
1430	1	0	0	0	0	1	19	13	25	0	0	0	0	0	0	0	0	0	0	0	7	2	5	0
1431	5	0	0	0	0	2	32	5	0	3	0	0	3	4	0	6	2	12	0	0	4	1	3	7
1432	6	3	2	0	1	2	13	0	0	9	0	5	1	0	0	0	0	1	13	0	4	0	0	1
1433	0	0	2	0	15	4	0	0	0	0	0	0	0	0	0	1	1	1	7	0	9	7	9	11
1434	0	0	1	1	0	1	0	0	37	0	0	0	0	1	0	1	0	0	0	11	13	2	5	0
1436	0	1	0	0	5	0	0	0	0	0	84	1	0	0	0	0	1	1	0	0	0	0	0	0
1437	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	1	0	0	28	22	1	2	1	0
1438	2	0	0	0	0	0	1	4	0	4	47	1	0	0	0	2	0	0	1	0	0	1	3	19
144	19	15	44	8	169	48	303	199	156	21	15	15	1	1	0	2	2	2	18	14	20	4	4	2
1440	3	5	3	1	10	6	0	4	3	2	13	0	1	1	0	0	0	0	1	0	16	3	5	5
1441	3	0	0	1	1	6	3	1	4	0	0	0	2	3	11	5	6	9	0	0	0	4	3	4
1442	16	14	2	8	0	6	1	0	1	4	0	0	0	0	0	2	0	1	0	8	0	2	0	2
1443	16	14	1	0	4	1	3	4	0	3	0	7	2	2	0	7	0	4	1	0	1	0	0	0
1444	4	3	14	2	5	8	3	5	10	10	0	7	7	15	0	1	3	1	0	0	1	7	2	9
1445	4	2	11	0	0	0	4	19	27	0	0	1	3	2	0	0	0	0	0	0	0	5	2	4
1446	6	5	1	8	6	0	0	0	8	0	0	0	1	1	0	5	3	6	0	0	0	26	24	17
1447	0	5	7	5	0	4	6	0	4	4	0	4	2	2	8	1	1	2	0	0	3	2	6	2
1448	0	3	1	3	7	2	3	0	0	8	13	1	0	0	0	1	0	0	0	0	65	2	0	1
1449	0	0	2	0	61	1	0	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0
145	2	2	4	32	23	17	8	4	3	112	20	92	2	4	193	278	337	320	2	1	11	15	13	33
1450	0	0	0	2	3	0	0	0	0	0	0	0	0	0	7	14	19	20	0	0	0	0	0	2
1451	0	0	0	2	3	3	1	4	0	3	0	2	0	0	8	11	10	16	0	0	0	0	0	1
1452	0	0	0	0	10	0	0	0	0	0	0	0	44	40	0	2	1	4	0	0	0	1	0	0
1453	0	0	0	1	0	0	28	48	12	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
1454	0	0	2	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	13	38	0	7	3	2
1455	18	29	12	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1
1456	9	5	5	0	0	5	0	0	0	0	0	0	0	1	0	1	0	2	8	22	8	0	0	1
1457	3	0	1	2	2	0	0	0	5	3	6	0	0	0	17	3	14	2	0	0	0	7	1	1
1458	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	35	0	0	0
1459	10	4	3	4	2	2	0	2	0	0	1	2	1	2	2	2	5	13	4	0	1	1	1	1
146	27	43	54	2	6	2	143	138	296	0	1	0	66	85	1	3	0	0	35	50	91	2	3	7
1460	12	2	0	3	17	2	0	10	15	0	0	4	0	0	12	0	1	0	0	1	2	0	0	0
1461	5	2	4	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	14	18	9	0	0	0
1462	19	15	7	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	7	3
1463	11	0	1	0	0	1	0	6	0	4	8	5	0	0	0	1	0	2	9	34	0	2	0	2
1464	2	32	13	0	2	0	0	0	3	0	0	4	6	2	0	0	0	0	0	0	0	2	0	0
1465	3	1	0	0	0	1	3	2	7	0	6	3	0	0	7	1	0	1	6	11	3	1	1	0
1466	0	0	1	2	0	1	0	0	0	1	0	5	2	3	16	13	8	12	4	0	2	1	0	0
1467	0	0	4	1	2	2	0	1	11	0	0	0	0	3	0	0	0	0	0	14	37	1	0	1
1468	0	0	3	0	11	2	21	0	12	1	0	0	1	0	0	0	0	0	0	0	0	8	13	2
1469	0	1	0	9	2	13	0	0	0	0	0	4	0	0	0	11	9	12	0	0	0	2	0	3
147	53	55	59	66	29	87	13	48	49	107	6	89	37	38	286	346	270	311	3	6	14	41	62	60
1470	0	0	2	0	5	2	6	3	0	3	9	2	0	0	7	2	1	3	3	18	3	0	0	2
1471	0	0	0	2	0	5	5	2	10	4	66	2	1	0	4	4	1	2	5	6	0	9	12	17
1472	0	0	0	0	0	0	0	3	3	1	2	0	1	0	13	18	14	20	0	0	0	1	0	4
1473	6	22	17	26	15	34	14	1	22	1	77	10	13	6	58	47	40	33	10	1	13	20	27	34
1475	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	23	14	38	5	11	7
1476	17	19	13	0	0	1	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1477	1	2	0	0	2	2	21	8	0	2	1	3	1	0	0	2	0	1	16	18	1	2	1	3
1478	1	2	1	1	0	0	19	17	7	0	0	0	0	0	0	0	0	0	3	10	4	4	3	4
1479	3	0	2	0	0	0	8	28	0	0	0	0	0	0	0	1	0	0	0	0	0	14	9	5
1480	2	9	15	0	9	0	1	2	4	3	0	14	2	9	3	1	3	3	0	0	0	1	0	0
1481	17	6	0	0	5	2	3	3	11	1	4	6	0	0	4	5	0	1	16	9	35	1	0	11
1482	25	14	22	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1483	0	22	2	3	4	11	1	8	0	2	0	7	0	0	0	8	2	4	0	0	0	0	0	0
1484	0	8	2	0	0	0	4	2	20	0	1	0	1	0	0	0	2	0	5	4	13	3	2	3
1485	0	0	11	2	43	0	0	1	0	0	0	0	0	2	0	1	5	0	0	0	0	6	5	4
1486	0	0	3	1	6	2	3	1	8	2	20	0	0	0	13	6	1	2	0	0	1	0	0	1
1487	0	0	2	0	0	0	5	2	15	0	6	0	2	0	0	0	1	0	2	29	5	0	0	0
1488	0	0	5	0	15	1	1	5	20	2	1	0	2	1	0	0	0	1	1	0	14	3	2	1
1489	2	1	5	0	7	5	0	0	0	19	0	13	2	0	0	8	2	12	0	0	0	2	1	0
149	54	48	58	0	0	1	179	193	531	0	1	1	8	5	0	0	0	0	2	3	3	1	1	1
1490	0	0	2	0	5	0	0	3	3	0	46	0	0	1	0	1	1	0	0	1	0	7	3	7
1491	0	1	0	15	0	8	18	33	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
1492	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	20	8	22	2	2	7
1493	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	8	40	1	0	2
1494	0	0	0	7	6	2	0	0	0	4	0	7	1	0	1	9	11	9	0	0	4	3	6	4
1495	0	0	0	4	0	2	0	0	0	0	0	0	1	0	12	19	15	21	0	0	0	0	0	0
1496	2	0	0	2	10	1	9	8	0	9	16	4	0	0	7	2	0	2	9	14	2	0	0	4
1497	3	0	2	0	0	0	3	16	23	10	21	1	0	0	0	0	0	1	0	0	0	1	0	1
1498	0	1	2	0	0	1	3	0	1	3	27	2	1	0	0	1	0	2	14	14	19	7	3	9
1499	0	2	4	0	0	0	2	11	12	1	0	1	0	0	0	0	0	2	2	0	15	15	11	19
15	2	24	32	5	4	17	610	735	1326	2	5	1	1716	1655	12	7	13	9	35	43	39	2	3	82
150	11	16	25	61	10	48	57	59	8	29	3	61	1	1	25	11	15	15	64	29	110	98	51	117
1500	0	0	0	0	0	0	0	0	6	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
1501	0	1	1	2	4	5	1	0	2	4	13	6	0	0	5	5	2	1	1	0	1	20	23	29
1502	0	0	0	2	0	5	0	0	0	7	20	21	0	0	0	3	3	7	0	13	0	0	5	0
1503	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	9	18	23	2	0	0
1504	9	2	2	0	0	0	8	2	2	0	10	0	14	14	0	0	0	0	0	0	3	1	0	1
1505	14	19	7	0	12	1	0	0	0	0	0	2	0	1	0	4	4	5	0	0	0	7	7	7
1506	4	1	0	0	7	4	0	0	0	12	0	0	0	0	0	1	1	0	0	0	0	15	20	17
1507	4	2	0	0	3	1	6	1	0	4	11	4	1	0	0	0	1	1	16	0	0	3	1	3
1508	2	6	8	1	2	0	0	4	6	0	0	0	0	0	0	0	0	1	16	8	29	11	10	10
151	0	0	0	0	2	1	3	2	2	0	0	0	1	0	0	0	0	0	286	290	339	2	1	2
1510	7	0	0	0	0	0	0	0	4	3	0	6	0	0	17	0	0	1	30	0	0	0	0	0
1511	1	0	0	2	0	4	24	13	0	7	0	1	0	0	9	13	6	2	4	0	0	1	2	3
1513	3	9	7	3	16	5	1	2	5	11	0	15	5	4	7	21	27	23	0	0	5	8	11	13
1514	6	3	2	0	6	0	7	0	4	7	6	5	0	0	0	0	0	1	0	0	8	1	0	3
1515	4	9	12	0	7	1	0	1	0	4	0	7	1	0	16	4	2	2	0	0	3	9	16	7
1516	0	6	0	17	0	31	0	0	0	2	0	1	0	1	17	1	4	2	1	0	1	1	1	0
1517	0	3	7	2	17	0	3	4	5	0	0	0	1	0	0	1	2	2	0	10	8	2	3	4
1518	0	1	4	6	9	1	0	0	1	0	0	0	0	2	27	13	3	11	0	0	0	2	10	2
1519	21	6	2	1	6	0	22	8	17	8	0	10	0	0	15	6	2	7	9	0	1	1	1	1
152	126	62	55	5	6	15	137	145	70	37	2	15	5	7	65	57	39	43	9	2	12	32	24	30
1520	0	4	3	3	0	0	0	4	7	4	0	0	0	0	5	9	4	3	1	0	7	5	10	10
1521	0	0	0	8	0	2	0	0	0	5	9	4	7	2	6	8	1	4	0	0	3	2	2	4
1522	0	0	1	20	1	18	3	8	5	0	0	4	7	5	3	5	3	2	0	0	0	1	2	5
1523	1	0	0	0	0	2	9	13	11	6	0	11	0	0	0	0	1	0	0	0	0	7	11	2
1524	0	0	0	0	0	2	2	0	0	2	26	0	1	0	0	0	0	1	0	28	1	1	1	2
1525	0	5	1	13	4	0	3	3	19	0	0	0	1	0	0	0	0	0	45	10	23	5	9	6
1526	0	0	0	1	0	0	0	0	0	61	4	6	0	0	0	2	2	2	0	0	0	0	0	0
1527	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	2	0	1
1528	0	0	0	0	0	0	0	0	0	0	0	8	25	33	0	0	0	0	1	0	0	0	0	6
1529	0	0	1	0	2	0	0	1	0	0	0	11	0	0	0	0	1	0	16	35	15	0	0	0
