ID	G1CA	G1CB	G1CC	G1IA	G1IB	G1IC	G1P1A	G1P1B	G1P1C	G1P2A	G1P2B	G1P2C	G1SA	G1SC	G1STA	G1STC	G2CA	G2CB	G2CC	G2IA	G2IB	G2IC	G2P1A	G2P1B	G2P1C	G2P2A	G2P2B	G2P2C	G2SA	G2SC	G2STA	G2STB	G2STC
843	3	4	1	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	0	1	0	3	1	3	0	0	0	0	0	0	0	0	0
844	2	2	1	0	1	1	2	3	0	2	0	2	0	4	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	2	0
845	0	5	0	0	5	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
846	0	0	2	0	0	2	0	2	14	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847	0	0	1	1	5	0	2	11	7	1	1	0	3	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
848	0	2	0	0	15	3	0	0	14	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
849	2	1	0	0	1	2	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
85	0	1	0	0	0	0	0	0	1807	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
850	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
852	0	0	0	0	0	0	0	1	24	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
853	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	31	0
86	0	1	0	0	0	0	0	0	0	0	9	5	1	0	0	1863	0	0	1	0	0	0	0	1	0	2	2	0	1	0	0	1	1
860	2	1	0	1	2	0	1	0	0	2	6	0	4	0	3	0	0	0	0	0	2	0	0	1	3	0	0	0	1	0	0	0	0
861	0	10	0	0	1	0	0	2	0	0	31	0	2	0	1	3	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	5
862	0	0	8	0	0	3	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
864	0	0	1	0	0	7	0	1	19	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
865	0	20	1	0	0	0	0	0	2	0	0	4	0	9	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
866	2	0	2	0	0	3	0	3	664	0	0	1	0	1	8	0	0	0	1	0	18	0	30	2	0	7	0	0	0	0	0	0	0
867	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
868	0	0	1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368	0	0
871	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
872	0	0	0	0	0	0	0	0	50	0	0	0	0	0	326	0	0	0	0	0	0	0	117	2	0	76	0	0	0	0	0	0	0
873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
874	0	4	5	0	0	0	0	0	0	0	22	8	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
875	0	76	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
876	0	1	0	0	0	0	3	11	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1
877	0	4	0	0	2	0	0	0	0	0	4	1	0	2	1	0	0	1	2	0	1	1	0	0	0	0	2	1	0	0	0	2	4
878	0	6	0	0	0	0	4	9	6	0	0	0	4	0	0	0	0	0	1	0	0	3	0	0	1	0	0	1	0	0	0	0	0
88	26	8	269	0	1	759	0	2	223	0	7	13	0	811	3	178	2	5	0	1	5	4	40	25	8	5	4	89	11	4	0	0	0
880	0	0	18	0	0	19	0	0	1	0	0	63	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
881	30	0	589	0	0	232	0	0	6	0	6	265	0	72	1	7	0	1	0	0	4	0	0	1	0	0	8	0	0	0	0	1	0
882	1	1	0	0	0	1	0	0	0	0	0	5	0	7	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
885	0	3	0	0	0	0	1	1	3	0	0	0	1	0	2	1	0	0	0	0	33	1	0	2	0	0	0	3	0	0	0	0	0
887	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
888	3	1	2	0	1	0	0	0	2	1	0	1	150	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	5	0	1	0
889	29	0	25	0	0	14	0	0	1	0	0	13	0	15	1	1	0	0	0	0	0	0	10	0	0	7	4	0	0	0	0	0	0
89	3	0	3	1	0	8	0	0	0	1	1	0	0	1	1	0	26	211	2	0	999	92	101	175	18	182	89	65	0	47	1	11	0
892	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
893	1	2	0	1	1	0	2	8	0	1	8	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3
894	4	19	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
895	3	2	0	0	0	0	0	0	16	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
897	6	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	4	0	1	4	0	0	0	0	0
898	0	1	0	0	1	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
899	0	0	2	0	0	7	0	1	13	0	0	1	4	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	3	9	0	0	0
9	1	6	0	4	0	0	0	3	4	3	3	1	0	1	18	3	0	0	1	0	0	0	9045	8	0	4811	0	1	0	3	0	4	2
90	165	7	0	0	0	1	1	3	472	1	1	2	0	0	236	10	1	1	0	0	104	0	375	402	0	137	3	1	0	2	3	5	1
900	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
901	0	0	0	0	0	0	2	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
902	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	53	0	0	11	0	0	0	0	0	0	0
903	4	2	0	20	6	0	0	2	5	2	2	1	2	1	4	0	0	18	1	0	4	1	0	1	3	0	0	13	0	5	0	0	0
904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0
907	2	1	1	0	0	2	0	1	0	1	1	5	0	2	2	2	1	1	0	0	0	0	2	3	0	0	0	0	2	0	1	0	1
909	1	0	2	1	0	2	0	0	0	2	2	3	0	2	0	1	0	1	0	0	1	0	1	3	0	0	0	0	2	1	0	1	0
91	1	1	3	0	1	0	0	1	1	0	25	44	0	33	0	19	157	2	22	0	2	1	0	1	0	0	2	0	1	1	1179	322	10
910	18	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
911	12	6	0	0	0	0	0	0	1	1	10	0	1	1	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
912	3	2	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	8	0	1	0	0	0
914	0	9	0	0	15	0	0	0	1	0	8	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0
916	5	5	4	0	1	347	1	0	1	1	3	7	0	1	131	4	1	11	4	0	35	4	7	25	1	0	13	1	0	7	7	0	0
917	1	7	1	0	0	0	1	1	1	13	3	1	0	1	2	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	7	3	2
919	0	0	12	0	0	13	0	0	0	0	0	21	0	13	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	1	310	178	0	2	399	2	2	25	0	341	201	0	156	0	87	29	0	60	0	0	0	0	0	0	0	0	1	0	0	26	12	9
921	0	0	0	1	13	1	0	2	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
922	1	3	0	0	1	1	0	3	0	0	2	1	0	1	1	12	0	0	0	0	0	0	4	1	0	1	1	0	0	0	1	1	3
923	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
924	0	0	0	0	0	4	0	0	30	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
925	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
926	0	0	0	0	0	0	0	0	14	1	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
928	2	1	1	0	1	0	0	0	0	1	0	0	15	6	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
929	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	20	0	0	0	0	0	0	0	0	0
93	6	7	6	3	19	4	872	140	46	39	6	1	11	0	20	3	0	12	5	0	11	6	107	63	35	7	61	9	0	5	12	4	6
930	0	0	0	0	0	1	0	0	1	0	0	0	11	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
931	0	1	1	0	0	0	2	0	2	2	0	2	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
932	2	1	1	0	0	6	0	0	0	0	2	4	1	0	155	0	4	5	27	0	90	0	1	9	0	0	28	0	1	1	2	4	0
933	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	1	0	9	0	0	3	0	0	0	0	0	0	0	0	0
935	5	0	6	4	1	11	0	0	0	5	4	14	0	5	2	3	2	1	0	2	5	0	2	10	0	0	2	0	4	4	2	5	4
936	0	7	0	4	9	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0
937	0	3	0	0	0	0	0	0	9	0	5	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
938	0	2	0	0	0	0	1	7	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
939	0	0	13	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	1	678	720	2	48	90	0	22	49	1	6	84	1	135	0	1	7	1	39	2	0	0	0	0	1	0	0	7	1	0	1	1	2
940	1	1	0	20	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	1	0	0	0	0	0	0
941	0	1	0	0	0	1	0	1	29	1	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0
942	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
943	0	0	0	0	0	0	0	0	27	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
944	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	51	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0
945	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	9	0	0	0
946	0	5	0	0	0	0	0	0	0	5	12	2	0	0	6	0	0	3	176	0	1	80	0	0	73	0	7	66	0	0	0	29	0
947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	1	0	0	0	0	0	17	7	1	0	0	0	1237	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
953	0	0	3	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
955	3	4	0	0	0	0	0	0	0	0	1	1	0	1	5	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
959	1	21	0	1	11	0	0	5	0	0	0	0	0	0	0	0	0	4	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0
96	0	178	212	0	0	4	0	0	3	0	322	66	0	431	1	238	1	0	0	0	0	0	0	2	0	0	0	0	0	0	8	2	0
961	0	2	0	0	10	0	0	4	0	0	2	1	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
962	0	2	0	0	0	0	0	1	2	5	10	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
963	1	0	24	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
964	0	0	1	0	0	4	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
965	0	0	0	0	1	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
966	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	3	0	1	0	0	0	0	0	1	1
968	0	0	0	0	1	0	0	9	9	0	0	0	0	1	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
969	0	3	0	0	0	2	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
97	1	298	0	6	1102	9	7	46	0	30	139	20	4	0	33	2	0	7	10	1	1	9	0	1	20	1	6	29	1	0	0	3	8
970	0	1	0	0	0	0	0	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
971	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
972	0	0	0	0	0	0	0	0	26	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
973	0	1	1	0	0	0	0	0	9	1	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
974	0	0	5	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	1	552	6	0	8	0	0	4	0	0	842	7	2	4	1	0	0	1	4	5	0	0	0	1	0	0	0	0	0	0	65	7	3
980	2	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	13	0	5	1	0	0	0	1	0	0	0	0	0
981	4	4	0	0	1	3	0	1	8	1	1	0	0	1	3	0	0	0	1	0	38	0	0	0	1	0	1	3	0	1	0	0	0
982	75	5	4	0	1	32	1	5	253	5	5	2	0	2	65	11	0	7	0	0	97	5	34	399	6	840	3	63	0	58	3	5	7
985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
987	6	5	0	0	2	0	0	1	25	0	2	0	7	0	1	7	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	1	0
988	1	5	4	0	0	8	1	3	0	2	0	0	4	1	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	2	2	0	2
989	2	0	4	1	0	2	0	3	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
99	2	6	90	0	2	113	0	0	2	0	3	44	0	67	0	85	125	0	1	0	3	0	166	0	3	749	2	0	3	0	8	1	2
990	1	8	0	0	0	0	0	0	0	1	10	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
991	0	1	1	1	16	13	0	0	0	0	14	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
992	0	4	1	0	0	0	0	0	0	0	11	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
993	0	0	1	0	0	4	0	0	15	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
995	0	0	31	0	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
997	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	1	0	0	8	0	0	0	1	0	0	0
999	0	0	0	0	0	0	3	0	0	3	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
